frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
11569626,0,-173.637,1000,-33.7061,-109.341,-11.1807,1000,7.26864,4.39184,4.50002,-1,0.878242,-0.540373,971.27,1,0
11721514,0,-173.632,1000,-33.7329,-104.846,-11.1891,1000,7.29822,4.31851,4.51841,-1,1.46665,-0.542135,971.293,1,0
11880690,0,-173.681,1000,-33.7659,-104.897,-11.2352,1000,7.29379,4.31999,4.51901,-1,1.46558,-0.542079,971.297,1,0
12021646,0,-167.751,1000,-34.0533,-108.696,-7.81183,1000,7.38743,4.28169,4.44599,-1,0.888286,-0.555858,971.323,1,0
12099019,0,-167.62,1000,-33.9495,-108.507,-7.68168,1000,7.39152,4.27143,4.44069,-1,0.888672,-0.556189,971.316,1,0
12188278,0,-167.65,1000,-34.0824,-104.392,-7.76223,1000,7.42379,4.20996,4.46511,-1,1.47322,-0.557695,971.319,1,0
12296657,0,-167.648,1000,-34.0835,-104.389,-7.76176,1000,7.42418,4.21003,4.46554,-1,1.47335,-0.557685,971.317,1,0
12453033,0,-168.782,1000,-44.8676,-116.281,-11.3586,1000,9.03994,4.35428,4.37177,-1,1.74148,-0.565329,971.34,1,0
12588079,0,-168.776,1000,-44.8688,-116.288,-11.3573,1000,9.03774,4.35489,4.37197,-1,1.74132,-0.565332,971.337,1,0
12869374,0,-174.339,1000,-44.9404,-116.348,-14.9399,1000,8.60084,4.24145,4.25921,-1,1.69616,-0.580533,971.41,1,0
12927849,0,-174.341,1000,-44.9594,-123.21,-14.9527,1000,8.71772,4.55424,4.31952,-1,1.13744,-0.560749,971.409,1,0
13016035,0,-174.31,1000,-51.0488,-126.397,-15.8836,1000,8.95427,4.40805,3.6498,-1,2.18777,-0.575351,971.427,1,0
13105192,0,-174.335,1000,-51.0489,-116.905,-15.8941,1000,9.33905,3.48734,3.80351,-1,1.85934,-0.600079,971.426,1,0
13173604,0,-174.374,1000,-59.1501,-134.912,-17.1302,1000,9.29902,4.5324,3.10513,-1,2.90449,-0.593232,971.48,1,0
13298859,0,-174.363,1000,-59.1404,-134.904,-17.1219,1000,9.29623,4.5329,3.10504,-1,2.90507,-0.593251,971.473,1,0
13448698,0,-174.942,1000,-71.1965,-134.963,-20.8869,1000,11.7273,3.83907,3.79095,-1,3.05829,-0.622574,971.543,1,0
13593656,0,-174.927,1000,-71.209,-134.948,-20.878,1000,11.7271,3.83534,3.79007,-1,3.05786,-0.622743,971.543,1,0
13687601,0,-175.787,1000,-71.2676,-134.998,-18.4588,1000,16.0103,3.79355,3.74816,-1,3.02705,-0.61423,974.25,1,0
13754501,0,-175.782,1000,-71.2625,-135,-18.4504,1000,16.0125,3.79314,3.74732,-1,3.02565,-0.614292,974.247,1,0
13826528,0,-179.983,1000,-71.3252,-126.7,-21.6594,1000,16.9647,2.89737,3.98303,-1,2.50129,-0.65383,974.344,1,0
13940339,0,-179.982,1000,-71.3291,-126.698,-21.6609,1000,16.9632,2.8968,3.98345,-1,2.5004,-0.653849,974.35,1,0
14024689,0,179.887,1000,-71.3756,-116.831,-21.771,1000,18.379,2.19273,4.31609,-1,2.18277,-0.670525,974.466,1,0
14095907,0,179.885,1000,-71.3789,-116.843,-21.7798,1000,18.3692,2.19381,4.31695,-1,2.18194,-0.67049,974.467,1,0
14219514,0,179.957,1000,-63.5331,-116.622,-20.5637,1000,17.1914,2.93019,4.54709,-1,2.05335,-0.629778,977.3,1,0
14340690,0,179.972,1000,-63.512,-116.596,-20.5466,1000,17.1854,2.92873,4.5453,-1,2.0538,-0.629914,977.286,1,0
14390261,0,175.643,1000,-59.3775,-104.877,-20.688,1000,18.4045,1.89465,3.72387,-1,1.87171,-0.671082,977.386,1,0
14475248,0,175.613,1000,-59.387,-104.882,-20.7153,1000,18.3972,1.89462,3.72443,-1,1.87085,-0.671137,977.383,1,0
14573654,0,179.843,1000,-62.9614,-116.051,-21.7764,1000,14.6482,2.95108,4.5857,-1,2.03147,-0.628003,980.281,1,0
14643612,0,179.856,1000,-62.9463,-116.075,-21.7749,1000,14.6306,2.95548,4.58758,-1,2.03041,-0.627962,980.268,1,0
14782354,0,179.825,1000,-56.0389,-104.539,-21.784,1000,12.1267,2.95189,5.19111,-1,1.71513,-0.615752,983.21,1,0
14838745,0,179.823,1000,-56.051,-104.548,-21.7862,1000,11.92,2.90006,5.10018,-1,1.68472,-0.605123,986.023,1,0
14966639,0,174,1000,-45.24,-104.868,-24.8191,1000,7.36246,4.68584,6.29286,-1,1.50631,-0.54458,989.003,1,0
15109968,0,174.012,1000,-45.2388,-104.861,-24.8115,1000,7.36293,4.68511,6.29269,-1,1.50685,-0.544607,989.007,1,0
15198983,0,179.873,1000,-49.9773,-116.29,-21.8037,1000,8.81429,4.67546,5.39458,-1,1.74866,-0.544065,991.884,1,0
15377557,0,179.82,1000,-49.9787,-116.309,-21.8386,1000,8.81214,4.67879,5.39628,-1,1.74964,-0.543842,991.92,1,0
15436246,0,179.796,1000,-45.1895,-116.391,-21.8697,1000,6.95642,5.67768,6.0506,-1,1.68464,-0.522578,991.929,1,0
15482739,0,179.788,1000,-45.1937,-116.402,-21.8767,1000,6.95549,5.6785,6.0505,-1,1.68533,-0.522575,991.933,1,0
15539744,0,173.947,1000,-50.199,-116.895,-26.3436,1000,7.4301,4.78013,5.46281,-1,1.79471,-0.552722,992.001,1,0
15665670,0,173.931,1000,-50.1943,-116.89,-26.3484,1000,7.43107,4.77955,5.46218,-1,1.79451,-0.552695,992.005,1,0
15716337,0,173.961,1000,-56.0969,-126.805,-27.9813,1000,7.6145,4.88556,4.78766,-1,2.28188,-0.53778,994.753,1,0
15842094,0,173.96,1000,-56.1067,-126.83,-27.9878,1000,7.61312,4.88801,4.78807,-1,2.28285,-0.537746,994.751,1,0
15967930,0,174.493,1000,-63.0571,-128.691,-28.0884,1000,9.49683,4.74769,4.26322,-1,3.8099,-0.552581,994.809,1,0
16107442,0,174.535,1000,-63.0675,-128.695,-28.077,1000,9.49063,4.74974,4.26654,-1,3.8114,-0.552652,994.811,1,0
16266314,0,174.56,1000,-63.0983,-128.692,-28.022,1000,9.53149,4.73997,4.25605,-1,3.81311,-0.552935,994.862,1,0
16316802,0,174.57,1000,-63.0758,-128.67,-28.0067,1000,9.5331,4.73901,4.25619,-1,3.81106,-0.552893,994.862,1,0
16373042,0,174.549,1000,-71.3788,-135.024,-29.9189,1000,9.95161,4.8611,3.89426,-1,4.80902,-0.571492,994.908,1,0
16439120,0,174.548,1000,-71.3673,-135.026,-29.9173,1000,9.95085,4.8621,3.89492,-1,4.80714,-0.571422,994.91,1,0
16548455,0,175.1,1000,-71.3797,-134.934,-27.9813,1000,11.9558,4.85376,3.89254,-1,4.81883,-0.571716,995.01,1,0
16636928,0,175.073,1000,-71.405,-134.954,-28.003,1000,11.961,4.85256,3.89195,-1,4.81859,-0.571708,995.009,1,0
16721486,0,179.936,1000,-73.7796,-128.928,-26.2978,1000,14.5808,4.05895,5.24434,-1,4.14033,-0.593409,995.021,1,0
16786359,0,179.934,1000,-73.7785,-128.921,-26.2968,1000,14.584,4.05827,5.24415,-1,4.14082,-0.593409,995.022,1,0
16907762,0,175.758,1000,-79.6879,-128.557,-26.2943,1000,18.2815,2.87431,3.99894,-1,4.38315,-0.632055,997.754,1,0
17040094,0,175.761,1000,-79.6843,-128.552,-26.2888,1000,18.283,2.87388,3.99838,-1,4.383,-0.632054,997.754,1,0
17082888,0,175.373,1000,-63.6307,-112.134,-24.898,1000,15.819,2.81822,4.85022,-1,3.13713,-0.634328,997.81,1,0
17134218,0,175.377,1000,-63.6322,-112.139,-24.8959,1000,15.8187,2.8186,4.8505,-1,3.13632,-0.634311,997.813,1,0
17251112,0,175.317,1000,-70.9814,-111.833,-26.3419,1000,16.9227,2.03476,4.66923,-1,3.33742,-0.678647,997.913,1,0
