frame,person,angle_leye_lear,angle_reye_rear,angle_leye_nose,angle_reye_nose,angle_lear_nose,angle_rear_nose,d_leye_lear,d_leye_reye,d_leye_nose,d_reye_rear,d_reye_nose,d_nose_neck,neck_x,lear,rear
14059371,0,1000,-16.9545,-47.2611,-157.563,1000,176.122,-1,2.89405,0.167645,8.81415,2.29589,-0.680378,997.87,0,1
14210682,0,1000,-16.9611,-89.4821,-157.567,1000,176.117,-1,2.06456,0.338709,9.20732,2.39868,-0.710695,997.87,0,1
14349914,0,1000,-26.5313,-72.0568,-141.482,1000,175.981,-1,2.89277,0.786101,10.0581,3.22597,-0.680739,997.93,0,1
14471081,0,1000,-21.8438,-89.4424,-153.158,1000,176.318,-1,2.86692,0.322397,9.24768,3.48303,-0.672392,997.936,0,1
14636060,0,1000,-20.3254,-89.8576,-149.122,1000,176.241,-1,2.15592,0.329945,11.1681,2.81024,-0.697676,997.984,0,1
14746419,0,1000,-20.3196,-89.899,-149.113,1000,176.247,-1,2.15571,0.328716,11.1711,2.81101,-0.697619,997.982,0,1
14806607,0,1000,-22.0615,-89.6981,-153.235,1000,176.265,-1,2.90004,0.318833,9.18816,3.52623,-0.671105,1000.73,0,1
14888603,0,1000,-26.6045,-89.6767,-146.401,1000,176.267,-1,3.09712,0.315785,9.78007,4.0173,-0.664885,1000.74,0,1
14958078,0,1000,-26.5977,-89.7646,-146.442,1000,176.262,-1,2.9068,0.701294,9.87488,4.05925,-0.671006,1000.78,0,1
15051320,0,1000,-26.6355,-89.8983,-146.451,1000,176.236,-1,2.90343,0.696788,9.87767,4.06092,-0.671095,1000.77,0,1
15114659,0,1000,-26.7179,-89.8121,-146.43,1000,176.199,-1,3.09826,0.312794,9.76628,4.01937,-0.66495,1000.82,0,1
15159781,0,1000,-26.6522,-89.7823,-146.392,1000,176.256,-1,3.09704,0.312629,9.76086,4.01801,-0.664926,1000.83,0,1
15302875,0,1000,-28.9941,-89.9631,-150.096,1000,176.222,-1,3.65817,0.66119,8.07395,4.76481,-0.640228,1000.87,0,1
15410987,0,1000,-29.0493,-89.9607,-150.104,1000,176.187,-1,3.65833,0.663053,8.07389,4.76503,-0.640323,1000.87,0,1
15509842,0,1000,-29.0529,-90.0898,-150.117,1000,176.188,-1,3.69492,0.670453,8.15913,4.82077,-0.647878,1003.7,0,1
15642025,0,1000,-29.0878,-90.0424,-150.137,1000,176.161,-1,3.63173,1.17888,8.17821,4.83297,-0.649724,1003.7,0,1
15753976,0,1000,-28.9892,-90.1644,-150.115,1000,176.23,-1,3.69306,0.670095,8.16047,4.82351,-0.648008,1003.77,0,1
15884448,0,1000,-29.0133,-90.0687,-150.126,1000,176.215,-1,3.73736,0.682601,8.24484,4.876,-0.655217,1006.58,0,1
15981563,0,1000,-31.0024,-89.9891,-140.611,1000,176.159,-1,2.93675,1.23868,10.7792,4.78822,-0.679511,1006.64,0,1
16094763,0,1000,-33.4858,-89.968,-144.527,1000,176.166,-1,3.73988,1.19671,9.05903,5.5253,-0.655345,1006.64,0,1
16190201,0,1000,-26.7459,-89.9687,-146.511,1000,176.184,-1,2.90177,1.2628,10.0888,4.16897,-0.689303,1009.53,0,1
16247287,0,1000,-26.7572,-89.9656,-146.51,1000,176.171,-1,2.90051,1.26149,10.0916,4.16693,-0.68936,1009.54,0,1
16284884,0,1000,-26.6258,-89.9245,-146.479,1000,176.26,-1,2.96304,0.724412,10.0577,4.1498,-0.687111,1009.58,0,1
16328680,0,1000,-26.6204,-89.8755,-146.466,1000,176.283,-1,2.90318,1.2678,10.0793,4.16637,-0.689176,1009.59,0,1
16419312,0,1000,-26.674,-89.9603,-146.469,1000,176.236,-1,2.89925,1.26727,10.0989,4.16859,-0.689469,1009.61,0,1
16512207,0,1000,-26.6732,-89.9813,-146.456,1000,176.237,-1,2.89653,1.26577,10.1032,4.16795,-0.689568,1009.62,0,1
16615099,0,1000,-26.7156,-89.8155,-146.518,1000,176.214,-1,2.9419,1.29058,10.1723,4.21094,-0.696332,1012.48,0,1
16788369,0,1000,-26.7068,-89.8071,-146.516,1000,176.22,-1,2.94223,1.28988,10.172,4.21073,-0.696294,1012.48,0,1
16937649,0,1000,-26.8028,-89.8882,-146.582,1000,176.14,-1,3.04403,2.00648,10.2393,4.24127,-0.70047,1015.32,0,1
16995589,0,1000,-26.8259,-89.8916,-146.572,1000,176.124,-1,3.04145,2.00492,10.2413,4.23944,-0.700553,1015.32,0,1
17062024,0,1000,-26.9223,-89.894,-146.584,1000,176.042,-1,3.04054,2.00514,10.2555,4.23665,-0.700817,1015.4,0,1
17137999,0,1000,-26.9294,-89.8983,-146.586,1000,176.034,-1,3.03998,2.00513,10.2578,4.23605,-0.700842,1015.39,0,1
17221461,0,1000,-26.8306,-89.8747,-146.526,1000,176.106,-1,3.03565,2.00581,10.2689,4.23385,-0.700866,1015.39,0,1
17267551,0,1000,-29.117,-90.0087,-146.535,1000,175.834,-1,3.02085,1.99608,8.86217,4.23018,-0.7013,1015.38,0,1
17310741,0,1000,-29.1115,-89.9604,-146.537,1000,175.842,-1,3.02336,1.99383,8.85151,4.22805,-0.701309,1015.41,0,1
17490184,0,1000,-29.1061,-89.9613,-146.536,1000,175.844,-1,3.02289,1.99407,8.85241,4.22749,-0.701316,1015.4,0,1
17544188,0,1000,-26.859,-89.9536,-146.539,1000,176.076,-1,3.02771,1.99309,10.2786,4.23413,-0.701095,1015.41,0,1
17574204,0,1000,-26.8768,-89.9671,-146.54,1000,176.063,-1,3.02619,1.99235,10.2794,4.23365,-0.701167,1015.42,0,1
17699418,0,1000,-31.125,-89.9005,-146.319,1000,172.777,-1,2.89738,1.30092,10.9026,4.17441,-0.711777,1015.42,0,1
17774851,0,1000,-31.1277,-89.9366,-146.331,1000,172.768,-1,2.89574,1.30143,10.9064,4.17444,-0.711817,1015.41,0,1
17903919,0,1000,-26.8104,-89.9218,-146.489,1000,176.135,-1,3.03023,2.00116,10.2758,4.23811,-0.701041,1015.43,0,1
18028535,0,1000,-26.8331,-89.9098,-146.513,1000,176.119,-1,3.03438,2.00229,10.2704,4.23956,-0.700981,1015.44,0,1
18092391,0,1000,-26.8057,-89.8853,-146.504,1000,176.143,-1,3.04034,2.00751,10.2793,4.24532,-0.700714,1015.44,0,1
18141614,0,1000,-26.7925,-89.8742,-146.498,1000,176.154,-1,3.04058,2.00741,10.2788,4.24506,-0.700681,1015.44,0,1
18246789,0,1000,-31.0714,-89.8765,-140.662,1000,176.095,-1,2.97624,2.00855,11.1618,4.95779,-0.702892,1015.42,0,1
18282562,0,1000,-31.0565,-89.9088,-140.653,1000,176.102,-1,2.97271,2.00872,11.1689,4.95776,-0.703001,1015.43,0,1
18428311,0,1000,-31.0049,-89.9215,-140.64,1000,176.142,-1,2.9757,2.01796,11.1867,4.9665,-0.702909,1015.42,0,1
18524650,0,1000,-31.0466,-89.9341,-140.653,1000,176.112,-1,2.97746,2.01858,11.1911,4.96925,-0.702915,1015.43,0,1
18586290,0,1000,-31.0532,-89.8041,-140.604,1000,176.147,-1,2.98573,2.00838,11.17,4.97158,-0.702593,1015.39,0,1
18630927,0,1000,-31.0202,-89.7998,-140.598,1000,176.168,-1,2.98547,2.0092,11.1726,4.9714,-0.702603,1015.4,0,1
18811123,0,1000,-33.6733,-89.8602,-149.917,1000,172.784,-1,3.78536,1.90068,9.14794,4.9452,-0.68389,1015.37,0,1
18945591,0,1000,-33.6378,-89.8127,-149.901,1000,172.812,-1,3.72576,1.25132,9.1729,4.95877,-0.685547,1015.37,0,1
